"Proposal_ID","Sampling_Set","Core_Section","Sample_Name","pH","flag_pH"
"60920","4","TOP","60920_4_TOP",4.83,
"60920","4","BTM","60920_4_BTM",5.71,
"60920","5","TOP","60920_5_TOP",5.67,
"60920","5","BTM","60920_5_BTM",5.54,
"60920","6","TOP","60920_6_TOP",6.8,
"60920","6","BTM","60920_6_BTM",7.3,
"60920","7","TOP","60920_7_TOP",7.1,
"60920","7","BTM","60920_7_BTM",,"Insufficient_material"
"60920","8","TOP","60920_8_TOP",5.28,
"60920","8","BTM","60920_8_BTM",5.52,
"60920","9","TOP","60920_9_TOP",5.68,
"60920","9","BTM","60920_9_BTM",5.85,
"60921","1","TOP","60921_1_TOP",6.23,
"60921","1","BTM","60921_1_BTM",5.79,
"60921","2","TOP","60921_2_TOP",5.92,
"60921","2","BTM","60921_2_BTM",6.12,
"60921","3","TOP","60921_3_TOP",5.57,
"60921","3","BTM","60921_3_BTM",4.92,
"60921","4","TOP","60921_4_TOP",5.97,
"60921","4","BTM","60921_4_BTM",6.16,
"60923","1","TOP","60923_1_TOP",8.19,
"60923","1","BTM","60923_1_BTM",8.22,
"60923","10","TOP","60923_10_TOP",6.56,
"60923","10","BTM","60923_10_BTM",6.7,
"60923","11","TOP","60923_11_TOP",6.59,
"60923","11","BTM","60923_11_BTM",6.87,
"60923","12","TOP","60923_12_TOP",6.64,
"60923","12","BTM","60923_12_BTM",6.8,
"60923","13","TOP","60923_13_TOP",6.62,
"60923","13","BTM","60923_13_BTM",6.61,
"60923","14","TOP","60923_14_TOP",7.07,
"60923","14","BTM","60923_14_BTM",6.78,
"60923","15","TOP","60923_15_TOP",5.56,
"60923","15","BTM","60923_15_BTM",6.24,
"60923","16","TOP","60923_16_TOP",5.54,
"60923","16","BTM","60923_16_BTM",6.44,
"60923","17","TOP","60923_17_TOP",6.13,
"60923","17","BTM","60923_17_BTM",6.24,
"60923","18","TOP","60923_18_TOP",5.96,
"60923","18","BTM","60923_18_BTM",6.39,
"60923","19","TOP","60923_19_TOP",6.07,
"60923","19","BTM","60923_19_BTM",6.53,
"60923","2","TOP","60923_2_TOP",8.35,
"60923","2","BTM","60923_2_BTM",7.76,
"60923","20","TOP","60923_20_TOP",6.02,
"60923","20","BTM","60923_20_BTM",6.63,
"60923","21","TOP","60923_21_TOP",6.11,
"60923","21","BTM","60923_21_BTM",6.72,
"60923","3","TOP","60923_3_TOP",8.23,
"60923","3","BTM","60923_3_BTM",8.3,
"60923","4","TOP","60923_4_TOP",8.14,
"60923","4","BTM","60923_4_BTM",8.24,
"60923","5","TOP","60923_5_TOP",8.17,
"60923","5","BTM","60923_5_BTM",8.15,
"60923","6","TOP","60923_6_TOP",8.35,
"60923","6","BTM","60923_6_BTM",8.3,
"60923","7","TOP","60923_7_TOP",8.39,
"60923","7","BTM","60923_7_BTM",8.21,
"60923","8","TOP","60923_8_TOP",6.57,
"60923","8","BTM","60923_8_BTM",6.79,
"60923","9","TOP","60923_9_TOP",6.8,
"60923","9","BTM","60923_9_BTM",6.58,
"60929","1","TOP","60929_1_TOP",8.65,
"60929","1","BTM","60929_1_BTM",8.84,
"60929","2","TOP","60929_2_TOP",8.57,
"60929","2","BTM","60929_2_BTM",9.01,
"60929","3","TOP","60929_3_TOP",7.76,
"60929","3","BTM","60929_3_BTM",,"Insufficient_material"
"60932","1","TOP","60932_1_TOP",6.27,
"60932","1","BTM","60932_1_BTM",6.24,
"60932","2","TOP","60932_2_TOP",5.37,
"60932","2","BTM","60932_2_BTM",5.07,
"60932","3","TOP","60932_3_TOP",3.91,
"60932","3","BTM","60932_3_BTM",4.52,
"60932","4","TOP","60932_4_TOP",5.86,
"60932","4","BTM","60932_4_BTM",5.88,
"60932","5","TOP","60932_5_TOP",6.61,
"60932","5","BTM","60932_5_BTM",6.74,
"60932","6","TOP","60932_6_TOP",4.17,
"60932","6","BTM","60932_6_BTM",4,
"60933","1","TOP","60933_1_TOP",5.96,
"60933","1","BTM","60933_1_BTM",,"Insufficient_material"
"60933","10","TOP","60933_10_TOP",5.95,
"60933","10","BTM","60933_10_BTM",,"Insufficient_material"
"60933","11","TOP","60933_11_TOP",6.57,
"60933","11","BTM","60933_11_BTM",6.36,
"60933","12","TOP","60933_12_TOP",7.24,
"60933","12","BTM","60933_12_BTM",7.6,
"60933","13","TOP","60933_13_TOP",7.28,
"60933","13","BTM","60933_13_BTM",7.06,
"60933","14","TOP","60933_14_TOP",7.35,
"60933","14","BTM","60933_14_BTM",6.92,
"60933","15","TOP","60933_15_TOP",7.09,
"60933","15","BTM","60933_15_BTM",7.77,
"60933","16","TOP","60933_16_TOP",7.28,
"60933","16","BTM","60933_16_BTM",7.09,
"60933","17","TOP","60933_17_TOP",7.05,
"60933","17","BTM","60933_17_BTM",7.07,
"60933","18","TOP","60933_18_TOP",6.95,
"60933","18","BTM","60933_18_BTM",6.97,
"60933","19","TOP","60933_19_TOP",7,
"60933","19","BTM","60933_19_BTM",6.61,
"60933","2","TOP","60933_2_TOP",5.28,
"60933","2","BTM","60933_2_BTM",5.4,
"60933","20","TOP","60933_20_TOP",7.25,
"60933","20","BTM","60933_20_BTM",7.25,
"60933","3","TOP","60933_3_TOP",4.34,
"60933","3","BTM","60933_3_BTM",5.44,
"60933","4","TOP","60933_4_TOP",4.87,
"60933","4","BTM","60933_4_BTM",5.36,
"60933","5","TOP","60933_5_TOP",4.53,
"60933","5","BTM","60933_5_BTM",4.99,
"60933","6","TOP","60933_6_TOP",5.81,
"60933","6","BTM","60933_6_BTM",5.76,
"60933","7","TOP","60933_7_TOP",5.62,
"60933","7","BTM","60933_7_BTM",5.33,
"60933","8","TOP","60933_8_TOP",5.36,
"60933","8","BTM","60933_8_BTM",,"Insufficient_material"
"60933","9","TOP","60933_9_TOP",5.59,
"60933","9","BTM","60933_9_BTM",,"Insufficient_material"
"60938","1","TOP","60938_1_TOP",5.58,
"60938","1","BTM","60938_1_BTM",5.5,
"60938","2","TOP","60938_2_TOP",6.13,
"60938","2","BTM","60938_2_BTM",4.86,
"60938","3","TOP","60938_3_TOP",6.8,
"60938","3","BTM","60938_3_BTM",6.2,
"60938","4","TOP","60938_4_TOP",6.91,
"60938","4","BTM","60938_4_BTM",7.32,
"60938","5","TOP","60938_5_TOP",5.89,
"60938","5","BTM","60938_5_BTM",5.87,
"60938","6","TOP","60938_6_TOP",5.87,
"60938","6","BTM","60938_6_BTM",6,
"60940","1","TOP","60940_1_TOP",6.68,
"60940","1","BTM","60940_1_BTM",6.39,
"60940","2","TOP","60940_2_TOP",7.1,
"60940","2","BTM","60940_2_BTM",7.51,
"60940","3","TOP","60940_3_TOP",6.43,
"60940","3","BTM","60940_3_BTM",6.63,
"60940","4","TOP","60940_4_TOP",6.05,
"60940","4","BTM","60940_4_BTM",6.33,
"60940","5","TOP","60940_5_TOP",7.06,
"60940","5","BTM","60940_5_BTM",7.35,
"60940","6","TOP","60940_6_TOP",6.06,
"60940","6","BTM","60940_6_BTM",5.88,
"60942","1","TOP","60942_1_TOP",5.71,
"60942","1","BTM","60942_1_BTM",6.41,
"60942","2","TOP","60942_2_TOP",6.32,
"60942","2","BTM","60942_2_BTM",6.84,
"60942","3","TOP","60942_3_TOP",6.01,
"60942","3","BTM","60942_3_BTM",5.8,
"60942","4","TOP","60942_4_TOP",7.27,
"60942","4","BTM","60942_4_BTM",7.81,
"60942","5","TOP","60942_5_TOP",6.69,
"60942","5","BTM","60942_5_BTM",7.14,
"60942","6","TOP","60942_6_TOP",5.71,
"60942","6","BTM","60942_6_BTM",8.1,
"60946","1","TOP","60946_1_TOP",6.46,
"60946","1","BTM","60946_1_BTM",5.43,
"60946","2","TOP","60946_2_TOP",3.81,
"60946","2","BTM","60946_2_BTM",4.71,
"61049","1","TOP","61049_1_TOP",3.96,
"61049","1","BTM","61049_1_BTM",4.46,
"61049","10","TOP","61049_10_TOP",6.42,
"61049","10","BTM","61049_10_BTM",6.39,
"61049","11","TOP","61049_11_TOP",5.54,
"61049","11","BTM","61049_11_BTM",5.58,
"61049","12","TOP","61049_12_TOP",8.89,
"61049","12","BTM","61049_12_BTM",8.64,
"61049","13","TOP","61049_13_TOP",,
"61049","13","BTM","61049_13_BTM",4.48,
"61049","2","TOP","61049_2_TOP",4.56,
"61049","2","BTM","61049_2_BTM",5.16,
"61049","3","TOP","61049_3_TOP",6,
"61049","3","BTM","61049_3_BTM",6.17,
"61049","4","TOP","61049_4_TOP",4.9,
"61049","4","BTM","61049_4_BTM",4.44,
"61049","5","TOP","61049_5_TOP",5.16,
"61049","5","BTM","61049_5_BTM",5.54,
"61049","6","TOP","61049_6_TOP",7.73,
"61049","6","BTM","61049_6_BTM",7.07,
"61049","7","TOP","61049_7_TOP",8.5,
"61049","7","BTM","61049_7_BTM",8.64,
"61049","8","TOP","61049_8_TOP",5.79,
"61049","8","BTM","61049_8_BTM",5.75,
"61049","9","TOP","61049_9_TOP",6.62,
"61049","9","BTM","61049_9_BTM",6.39,
